,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
4,Projeto de Lei,720/XIV,2,BE,"
Medidas de proteção das Vítimas de Violência Doméstica no âmbito dos direitos laborais, da Segurança Social e da Habitação. (9 ª alteração ao regime jurídico aplicável à prevenção da violência doméstica, à proteção e à assistência das suas vítimas, aprovado pela lei n.º 112/2009, de 16 de setembro, e 2.ª alteração ao regime de concessão de indemnização às vítimas de crimes violentos e de violência doméstica, aprovado pela lei n.º 104/2009, de 14 de setembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110442
5,Projeto de Lei,719/XIV,2,BE,"
Pela reposição das condições de participação cívica e eleitoral cidadã (11 ª alteração à Lei Orgânica n.º 1/2001, de 14 de agosto e 6.ª alteração à Lei n.º 43/90, de 10 de agosto)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110434
6,Projeto de Lei,718/XIV,2,PSD,"
Altera o regime da propriedade horizontal, procedendo à octogésima alteração ao Código Civil, e à alteração ao Decreto-Lei n.º 268/94, de 25 de outubro com as alterações subsequentes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110433
7,Projeto de Lei,717/XIV,2,PCP,"
Estabelece a prorrogação e alargamento das moratórias bancárias ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110432
8,Projeto de Lei,716/XIV,2,PCP,"
Altera os prazos para a realização de assembleias gerais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110431
9,Projeto de Lei,715/XIV,2,PSD,"
Consagra um regime excecional e temporário, no âmbito da situação epidemiológica provocada pelo Vírus SARS-COV2 e pela doença Covid-19, de redução do número de proponentes necessários à apresentação de candidaturas de grupos de cidadãos às eleições gerais para os órgãos das autarquias locais a realizar em 2021, bem como procede à vigésima terceira alteração à Lei Eleitoral do Presidente da República, aprovado pelo Decreto-Lei n.º 319-A/76, de 3 de maio, e à décima primeira alteração à Lei Orgânica n.º 1/2001, de 14 de agosto, que regula a Eleição dos Órgãos das Autarquias Locais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110429
0,Projeto de Lei,714/XIV,2,PEV,"
Altera os montantes e os critérios de cálculo nas compensações em caso de cessação do contrato de trabalho e despedimento (16.ª alteração ao Código de Trabalho aprovado pela Lei 7/2009, de 12 de fevereiro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110428
1,Projeto de Lei,713/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Altera o Regime Geral do Processo Tutelar Cível reforçando o direito das crianças à participação efectiva nas decisões que lhes digam respeito",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110418
2,Projeto de Lei,712/XIV,2,PCP,"
Estabelece a medida excecional e temporária da admissibilidade da suspensão de contratos de fornecimento de serviços essenciais no contexto das respostas à crise epidémica de COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110417
3,Projeto de Lei,711/XIV,2,CH,"
Altera o código penal no seu artigo 164.º (violação) agravando as molduras penais aplicáveis aos sujeitos que preencham os requisitos desta conduta criminosa, introduzindo a sanção acessória de castração química para casos de reincidência e passando a considerar os crimes contra a liberdade e autodeterminação sexual como crimes de natureza pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110404
4,Projeto de Lei,710/XIV,2,PS,"
Clarifica e simplifica procedimentos de apresentação de candidaturas por grupos de cidadãos eleitores aos órgãos das autarquias locais, procedendo à décima primeira alteração à Lei Orgânica n.º 1/2001, de 14 de agosto, que regula a eleição dos titulares dos órgãos das autarquias locais, e introduz medidas de gestão do impacto da pandemia provocada pela COVID-19 na realização das eleições dos órgãos das autarquias locais a realizar em 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110398
5,Projeto de Lei,709/XIV,2,PAN,"
Altera o regime de Avaliação de Impacto Ambiental aplicável à plantação de espécies não autóctones em regime hídrico intensivo e cria um regime de autorização prévia aplicável a novas plantações, procedendo para o efeito à alteração do Decreto-Lei nº 151-B/2013, de 31 de Outubro, e do Decreto-Lei n.º 73/2009, de 31 de Março",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110391
6,Projeto de Lei,708/XIV,2,PS,"
Proteção e valorização do Barranquenho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110388
7,Projeto de Lei,707/XIV,2,PSD,"
Define o regime de comparticipação do Estado nos tratamentos termais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110387
8,Projeto de Lei,706/XIV,2,PS,"
Delimita as circunstâncias em que deve ser removido ou impossibilitado o acesso em ambiente digital a  conteúdos protegidos, bem como  os procedimentos e meios para alcançar tal resultado",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110386
9,Projeto de Lei,705/XIV,2,BE,"
Reforço da proteção das crianças e jovens em acolhimento (quinta alteração à Lei de Proteção de Crianças e Jovens em perigo, aprovada em anexo à Lei n.º 147/99, de 1 de setembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110383
0,Projeto de Lei,704/XIV,2,BE,"
Revoga a presunção legal de aceitação do despedimento por causas objetivas quando o empregador disponibiliza a compensação ao trabalhador (16.ª alteração ao Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110382
1,Projeto de Lei,703/XIV,2,BE,"
Proíbe a prática de tiro a animais criados em cativeiro e libertados para servirem de alvo em campos de treino de caça e eventos de tiro (9ª alteração ao Decreto-Lei n.º 202/2004, de 18 de agosto, e 4.ª alteração à Lei n.º 92/95, de 12 de setembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110378
2,Projeto de Lei,702/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Altera o Código Penal, atribuindo a natureza de crime público aos crimes contra a liberdade e autodeterminação sexual",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110374
3,Projeto de Lei,701/XIV,2,IL,"
Consagra os crimes de violação, de coação sexual e de abuso sexual de pessoa incapaz de resistência como crimes públicos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110373
4,Projeto de Lei,700/XIV,2,PEV,"
Procede à expansão do prazo para a limpeza das redes de gestão de combustíveis nos espaços florestais e impede que as coimas previstas no Decreto-Lei n.º 124/2006, de 28 de junho sejam duplicadas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110369
5,Projeto de Lei,699/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Altera o regime de constituição e funcionamento do Conselho Nacional de Cultura e das suas secções especializadas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110364
6,Projeto de Lei,698/XIV,2,PSD,"
Define o regime transitório de regularização dos edifícios sede e similares das associações sem fins lucrativos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110355
7,Projeto de Lei,697/XIV,2,CH,"
Prevê uma alteração à Lei da Nacionalidade (Lei n.º 37/81 de 3 de Outubro, última alteração com a Lei orgânica n.º 2/2020, de 10 de Novembro), acrescentando o n.º2 do art.º 8.º do mesmo diploma, prevendo um conjunto de situações , para além da vontade do próprio, em que tem lugar a perda da nacionalidade portuguesa, acrescentando ainda uma alínea e) no n.º1 do art.º 9.º, definindo um novo fundamento para oposição à aquisição da nacionalidade portuguesa por efeito da vontade.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110353
8,Projeto de Lei,696/XIV,2,PAN,"
Assegura as condições adequadas para a realização das eleições dos órgãos das autarquias locais de 2021 em contexto da pandemia da doença COVID-19, procedendo à primeira alteração à Lei Orgânica n.º 3/2020, de 11 de novembro, e à décima primeira alteração à Lei Orgânica n.º 1/2001, de 14 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110359
9,Projeto de Lei,695/XIV,2,BE,"
Estabelece um número máximo de alunos por turma",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110350
0,Projeto de Lei,694/XIV,2,PAN,"
Assegura a suspensão de vigência das alterações que limitam os direitos de candidatura dos pequenos partidos e dos grupos de cidadãos eleitores, aprovadas pela Lei Orgânica n.º 1-A/2020, de 21 de agosto, durante o ano de 2021, e procede à décima primeira alteração à Lei Orgânica n.º 1/2001, de 14 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110349
1,Projeto de Lei,693/XIV,2,PAN,"
Assegura a alteração das regras de incumprimento e cessação do Plano de Ajustamento Financeiro no âmbito do Programa de Apoio à Economia Local, procedendo à terceira alteração da Lei n.º 43/2012, de 28 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110348
2,Projeto de Lei,692/XIV,2,PAN,"
Revoga a presunção de aceitação de despedimento coletivo em virtude da aceitação da compensação paga pelo empregador, procedendo à décima sexta alteração ao Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110347
3,Projeto de Lei,691/XIV,2,PS,"
Reforça a proteção da pessoa segurada, proibindo práticas discriminatórias, melhorando o acesso ao crédito e contratos de seguros por pessoas que tenham superado riscos agravados de saúde, consagrando o “direito ao esquecimento”",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110342
4,Projeto de Lei,690/XIV,2,CDS-PP,"
11.ª alteração à Lei Orgânica n.º 1/2001, de 14 de agosto (Regula a eleição dos titulares dos órgãos das autarquias locais), em matéria de candidaturas propostas por Grupos de Cidadãos Eleitores",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110339
5,Projeto de Lei,689/XIV,2,CDS-PP,"
Agrava as penas aplicáveis a crimes contra a autodeterminação sexual de menores cometidos por meios informáticos (53.ª alteração ao Código Penal)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110337
6,Projeto de Lei,688/XIV,2,CDS-PP,"
Descida global das taxas de IRS (Procede à alteração do Código do Imposto sobre o Rendimento das Pessoas Singulares, aprovado pelo Decreto-Lei n.º 442-A/88, de 30 de novembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110335
7,Projeto de Lei,687/XIV,2,CDS-PP,"
Redução da taxa de IRC (procede à alteração do Código do Imposto sobre o Rendimento das Pessoas Coletivas, aprovado pelo Decreto-Lei n.º 442-B/88, de 30 de novembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110334
8,Projeto de Lei,686/XIV,2,CDS-PP,"
Alteração ao Código do IRS procedendo ao ajustamento do imposto retido na fonte ao imposto devido",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110333
9,Projeto de Lei,685/XIV,2,CDS-PP,"
Dedução do IVA suportado na aquisição de veículos de transporte de mercadorias afetos à atividade agrícola e do combustível utilizado",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110332
0,Projeto de Lei,684/XIV,2,PS,"
Altera as regras de enquadramento do Programa de Apoio à Economia Local (PAEL)

",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110326
1,Projeto de Lei,683/XIV,2,CDS-PP,"
Procede à revogação do big brother fiscal revogando o Decreto-Lei n.º 48/2020, de 3 de agosto ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110325
2,Projeto de Lei,682/XIV,2,BE,"
Programa extraordinário de vinculação dos docentes com 5 ou mais anos de serviço",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110322
3,Projeto de Lei,681/XIV,2,PAN,"
Determina a proibição da prática do tiro ao voo de aves libertadas de cativeiro com o único propósito de servirem de alvo e a criação de um regime contraordenacional, procedendo à quarta alteração à Lei n.º 92/95, de 12 de setembro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110316
4,Projeto de Lei,680/XIV,2,CDS-PP,"
Fomenta a formação de trabalhadores, em contexto de ensino superior",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110314
5,Projeto de Lei,679/XIV,2,CDS-PP,"
Benefício fiscal para as empresas que promovam a formação dos seus trabalhadores, em contexto de ensino superior
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110313
6,Projeto de Lei,678/XIV,2,PSD,"
Aprova o quadro legal complementar de prevenção e combate à atividade financeira não autorizada e defesa dos consumidores
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110312
7,Projeto de Lei,677/XIV,2,PEV,"
Diminui o número máximo de alunos permitido por turma",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110302
8,Projeto de Lei,676/XIV,2,PSD,"
Regime excecional e temporário, no âmbito da situação epidemiológica provocada pelo vírus sars-cov2 e pela doença covid-19, de marcação das eleições gerais para os órgãos das autarquias locais a realizar em 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45771
9,Projeto de Lei,675/XIV,2,BE,"
Reduz o número e o volume de embalagens em produtos comerciais (quinta alteração ao Decreto-Lei n.º 152-D/2017, de 11 de dezembro)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45768
0,Projeto de Lei,674/XIV,2,PCP,"
Regula as relações de trabalho no exercício profissional da advocacia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45767
1,Projeto de Lei,673/XIV,2,PCP,"
Regime extraordinário de regulamentação do sector do gás de petróleo liquefeito de uso doméstico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45757
2,Projeto de Lei,672/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Reforça a liberdade e autodeterminação sexual criminalizando a divulgação não consentida de fotografias ou vídeos que contenham nudez ou acto sexual",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45748
3,Projeto de Lei,671/XIV,2,CH,"
Cria um art.º 150-A ao Decreto-Lei nº 48/95, de 15 de março (Código Penal, na sua última versão, com a alteração da Lei nº 58/2020 de 31 de agosto)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45747
4,Projeto de Lei,670/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Reforça a protecção dos profissionais do sector da Cultura no contexto da COVID- 19.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45743
5,Projeto de Lei,669/XIV,2,PCP,"
Medidas de apoio extraordinário no âmbito cultural e artístico",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45740
6,Projeto de Lei,668/XIV,2,PAN,"
Assegura a dedutibilidade em sede de IRS das despesas com a aquisição ou reparação de computadores, alterando o Código do IRS, aprovado pelo Decreto-Lei n.º 442-A/88, de 30 de novembro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45739
7,Projeto de Lei,667/XIV,2,BE,"
Contratação definitiva de profissionais do Serviço Nacional de Saúde com vínculos precários",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45737
8,Projeto de Lei,666/XIV,2,PS,"
Procede à 1.ª alteração à Lei n.º 58/2019, de 8 de agosto, que assegura a execução do Regulamento Geral de Proteção de Dados, assegurando o acesso de estudantes de Medicina a sistemas de informação e a plataformas nos quais são registados dados de saúde dos utentes dos serviços de saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45729
9,Projeto de Lei,665/XIV,2,PSD,"
Autonomiza o crime de vacinação indevida, alterando o Decreto-Lei n.º 28/84, de 26 de junho, relativo às infrações antieconómicas e contra a saúde pública",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45727
0,Projeto de Lei,664/XIV,2,PCP,"
Determina o alargamento, requalificação e criação de vagas na rede de equipamentos e serviços de apoio social e a contratação de trabalhadores para reforçar as necessidades do seu funcionamento",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45718
1,Projeto de Lei,663/XIV,2,PAN,"
Cria um apoio extraordinário aos equipamentos culturais e ao sector da cultura",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45717
2,Projeto de Lei,662/XIV,2,CH,"
Pela alteração ao anexo portaria n.º 933/2006, de 8 de setembro, alterada pela portaria n. º256/2007, de 12 de março e pela portaria n.º 224/2017 de 24 de julho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45708
3,Projeto de Lei,661/XIV,2,CH,"
Altera a lei n.º 5/2006, de 23 de fevereiro (Aprova o novo regime jurídico das armas e suas munições)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45706
4,Projeto de Lei,660/XIV,2,PCP,"
Abertura de concurso para a vinculação extraordinária do pessoal docente das componentes técnico-artístico especializado para o exercício de funções nas áreas das artes visuais e dos audiovisuais, nos estabelecimentos públicos de ensino",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45702
5,Projeto de Lei,659/XIV,2,PCP,"
Contabilização do tempo de trabalho, para efeitos de Segurança Social, dos docentes contratados a termo com horário incompleto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45700
6,Projeto de Lei,658/XIV,2,PCP,"
Procede à oitava alteração ao Decreto-Lei n.º 132/2012, de 27 de junho, que estabelece o regime de recrutamento e mobilidade do pessoal docente dos ensinos básico e secundário",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45699
7,Projeto de Lei,657/XIV,2,PCP,"
Vinculação extraordinária de todos os docentes com cinco ou mais anos de serviço até 2022",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45698
8,Projeto de Lei,656/XIV,2,PSD,"
Consagra a possibilidade de opção pelo voto por correspondência, em alternativa ao voto presencial, aos eleitores residentes no estrangeiro nas eleições presidenciais e nas eleições europeias, procedendo à vigésima terceira alteração ao Decreto-Lei n.º 319-A/76, de 3 de maio, que regulamenta a eleição do Presidente da República, à sexta alteração à Lei n.º 14/87, de 29 de abril, que aprova a Lei Eleitoral para o Parlamento Europeu, e à sétima alteração ao regime jurídico do recenseamento eleitoral, aprovado pela Lei n.º 13/99, de 22 de março",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45691
9,Projeto de Lei,655/XIV,2,PCP,"
Altera os procedimentos da entrega do ficheiro SAF-T(PT) relativo à contabilidade (Primeira alteração ao Decreto-Lei n.º 48/2020, de 3 de agosto)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45680
0,Projeto de Lei,654/XIV,2,PEV,"
Repõe a bonificação, por deficiência, do abono de família para crianças e jovens até aos 24 anos (Altera o Decreto-Lei n.º 133-B/97, de 30 de maio, na sua redação atual)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45675
1,Projeto de Lei,653/XIV,2,PSD,"
Procede à alteração dos limites territoriais entre a freguesia de Escapães e a União de freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo pertencentes ao concelho de Santa Maria da Feira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45666
2,Projeto de Lei,652/XIV,2,PS,"
Assegura o acesso às campanhas de publicidade institucional do Estado, aos órgãos de comunicação social direcionados às comunidades portuguesas no estrangeiro, procedendo à segunda alteração à Lei n.º 95/2015, de 17 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45662
3,Projeto de Lei,651/XIV,2,PEV,"
Determina a proibição do fabrico, venda, compra, utilização e importação de armadilhas e outros artefactos utilizados para captura ilegal de aves silvestres",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45661
4,Projeto de Lei,650/XIV,2,BE,"
Reforça o direito de oposição do trabalhador à transmissão da posição do empregador no seu contrato de trabalho (19.ª alteração do Código do Trabalho)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45655
