,TYPE,NUMBER,SESSION,AUTHORSHIP,TITLE,URL
8,Projeto de Resolução,1045/XIV,2,PAN,"
Recomenda ao Governo que garanta a preservação da antiga Estação Ferroviária Porto-Boavista ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110421
9,Projeto de Resolução,1044/XIV,2,PCP,"
Processo de Modernização do Sector do Táxi",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110420
0,Projeto de Resolução,1043/XIV,2,PCP,"
Medidas urgentes para o Sector do Táxi face à epidemia de COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110419
1,Projeto de Resolução,1042/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo a adopção de medidas para uma Justiça adaptada às crianças ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110416
2,Projeto de Resolução,1041/XIV,2,PCP,"
Estabelece a rede de contacto e apoio a microempresários e a empresários em nome individual para acesso às medidas de resposta à epidemia por COVID 19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110415
3,Projeto de Resolução,1040/XIV,2,PCP,"
Pela melhoria das medidas de apoio às micro, pequenas e médias empresas na resposta aos impactos da epidemia de COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110414
4,Projeto de Resolução,1039/XIV,2,PCP,"
Pela revisão do regime de funcionamento de atividades económicas de bens e serviços no contexto do combate à epidemia de COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110413
5,Projeto de Resolução,1038/XIV,2,PCP,"
Pela mobilização de apoios aos lojistas dos centros comerciais no contexto do combate à epidemia de COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110412
6,Projeto de Resolução,1037/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda ao governo o combate ao cyberbullying e a todo o tipo de violência online",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110411
7,Projeto de Resolução,1036/XIV,2,PSD,"
Recomenda ao Governo que proceda à requalificação da Escola Básica de 2º e 3º Ciclos da Trafaria, concelho de Almada",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110410
8,Projeto de Resolução,1035/XIV,2,PS,"
Recomenda ao Governo a adoção de medidas para prevenção da obesidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110408
9,Projeto de Resolução,1034/XIV,2,PEV,"
Pela Defesa e Proteção do Rio Lis",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110407
0,Projeto de Resolução,1033/XIV,2,BE,"
Medidas de apoio à investigação científica e aos seus profissionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110406
1,Projeto de Resolução,1032/XIV,2,PCP,"
Recomenda ao Governo que diversifique a aquisição de vacinas contra a Covid 19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110405
2,Projeto de Resolução,1031/XIV,2,PAN,"
Recomenda ao Governo português que desista do projecto ilegal de construção do aeroporto do Montijo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110403
3,Projeto de Resolução,1030/XIV,2,PCP,"
Recomenda ao Governo a reabilitação urgente da Estradas Nacionais 259, 121 e 260 e a retoma das obras de conclusão do IP8 na sua totalidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110402
4,Projeto de Resolução,1029/XIV,2,PCP,"
Plano de Monitorização das populações de Lobo-Ibérico e das suas presas selvagens e medidas preventivas para a proteção da espécie",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110401
5,Projeto de Resolução,1028/XIV,2,PCP,"
Recomenda ao Governo a conclusão das obras de requalificação da Escola Secundária da Sertã",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110400
6,Projeto de Resolução,1027/XIV,2,PCP,"
Recomenda ao Governo que dê prioridade ao recrutamento dos recursos humanos necessários para o funcionamento do sistema prisional e tutelar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110399
7,Projeto de Resolução,1026/XIV,2,PAN,"
Recomenda ao Governo a elaboração de um plano integrado de preparação atempada do regresso aos contextos escolares ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110397
8,Projeto de Resolução,1025/XIV,2,PSD,"
Recomenda ao Governo medidas que valorizem os Ecossistemas marinhos nos instrumentos de política nacional, comunitária e nos acordos internacionais ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110396
9,Projeto de Resolução,1024/XIV,2,PAN,"
Reconhece que o Povo Uigure na China foi e está a ser sujeito a um genocídio",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110395
0,Projeto de Resolução,1023/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo acções de combate à homofobia na dádiva de sangue",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110394
1,Projeto de Resolução,1022/XIV,2,PAN,"
Recomenda ao Governo que proteja o Barco Rabelo e o Património Naval do Douro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110393
2,Projeto de Resolução,1021/XIV,2,PAN,"
Recomenda ao Governo português que combata a plantação intensiva de abacateiros no Algarve",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110390
3,Projeto de Resolução,1020/XIV,2,PS,"
Apresentação urgente de uma solução tendente a tratar e valorizar efluentes suinícolas que contribuam para a despoluição da bacia hidrográfica do rio Lis",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110389
4,Projeto de Resolução,1019/XIV,2,BE,"
Recomenda ao Governo medidas para a não exclusão de mulheres dos procedimentos de procriação medicamente assistida por atrasos devidos à pandemia de Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110385
5,Projeto de Resolução,1018/XIV,2,CDS-PP,"
Recomenda ao Governo que proceda à requalificação da Escola Básica de 2.º e 3.º ciclos da Trafaria,  concelho de Almada 
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110384
6,Projeto de Resolução,1017/XIV,2,PSD,"
Pela inclusão do desporto no acesso aos fundos do Plano de Recuperação e Resiliência e do Quadro Financeiro Plurianual 2021-2027 ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110381
7,Projeto de Resolução,1016/XIV,2,PS,"
Recomenda ao Governo a adoção das medidas necessárias a um acesso mais célere às terapias inovadoras para os doentes de Fibrose Quística",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110380
8,Projeto de Resolução,1015/XIV,2,PSD,"
Recomenda ao Governo a prorrogação do prazo para os trabalhos de gestão de combustível em 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110379
9,Projeto de Resolução,1014/XIV,2,PSD,"
Recomenda a criação de uma linha telefónica de apoio à vacinação contra a covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110377
0,Projeto de Resolução,1013/XIV,2,BE,"
Recomenda a obrigatoriedade do registo dos cães utilizados em qualquer ato venatório para combater o abandono de cães de caça",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110376
1,Projeto de Resolução,1012/XIV,2,BE,"
Pela concretização de um programa para o combate à pobreza energética ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110375
2,Projeto de Resolução,1011/XIV,2,Comissão de Assuntos Europeus,"
Adoção pela Assembleia da República das iniciativas europeias consideradas prioritárias para efeito de escrutínio, no âmbito do Programa de Trabalho da Comissão Europeia para 2021",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110372
3,Projeto de Resolução,1010/XIV,2,PSD,"
Recomenda ao Governo adoção da definição de antissemitismo da Aliança Internacional para a Memória do Holocausto (International Holocaust Remembrance Alliance – IHRA)",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110371
4,Projeto de Resolução,1009/XIV,2,PS,"
Recomenda ao governo que promova a salvaguarda e valorização do conjunto natural composto pela Duna de Salir e da paisagem envolvente",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110370
5,Projeto de Resolução,1008/XIV,2,PAN,"
Uma portaria de qualidade para o acolhimento Residencial de crianças e jovens ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110368
6,Projeto de Resolução,1007/XIV,2,PAN,"
Recomenda ao Governo que assegure aos sujeitos passivos/progenitores os meios de acesso à área reservada no Portal das Finanças dos respectivos dependentes em situação de guarda alternada, por forma a permitir a sua inclusão nas declarações de IRS de ambos para efeitos de imputação de rendimentos e de deduções",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110367
7,Projeto de Resolução,1006/XIV,2,PSD,"
Faz recomendações ao Governo e à Fundação para a Ciência e Tecnologia visando um reforço urgente do investimento na Ciência e na Comunidade Científica em Portugal",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110366
8,Projeto de Resolução,1005/XIV,2,PS,"
Recomenda a salvaguarda e valorização dos achados arqueológicos recentes na Sé Patriarcal de Lisboa, assegurando a sua fruição pelos visitantes",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110365
9,Projeto de Resolução,1004/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo que proceda à convocação do Conselho Nacional da Cultura no contexto da pandemia provocada pela COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110363
0,Projeto de Resolução,1003/XIV,2,PSD,"
Recomenda ao Ministério do Ambiente que responda às perguntas dos deputados face ao incumprimento sistemático deste dever",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110362
1,Projeto de Resolução,1002/XIV,2,PS,"
Recomenda a criação de uma biblioteca pública de dimensão europeia e internacional com a designação Biblioteca Eduardo Lourenço",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110361
2,Projeto de Resolução,1001/XIV,2,PS,"
Recomenda ao Governo a modernização da Linha do Norte entre Santarém e Entroncamento e a resolução do problema das Barreiras de Santarém",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110360
3,Projeto de Resolução,1000/XIV,2,PS,"
Recomenda ao Governo a conclusão da modernização da Linha do Alentejo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110358
4,Projeto de Resolução,999/XIV,2,BE,"
Pela proteção do património cultural face aos riscos das actividades de produção agrícola e florestal ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110357
5,Projeto de Resolução,998/XIV,2,BE,"
Remunicipalização dos serviços prestados pela Águas do Alto Minho em Arcos de Valdevez, Caminha, Paredes de Coura, Ponte de Lima, Valença, Viana do Castelo e Vila Nova de Cerveira",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110356
6,Projeto de Resolução,997/XIV,2,PAN,"
Recomenda ao Governo português que abandone o Tratado da Carta da Energia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110354
7,Projeto de Resolução,996/XIV,2,CH,"
Pela criação do Suplemento de Emergência para Motoristas de Táxi e de outras plataformas de transporte de passageiros a operar em Portugal (SEM) ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110352
8,Projeto de Resolução,995/XIV,2,IL,"
Pela realização de uma auditoria ao processo de recomposição do capital social da TAP SGPS que ocorreu em 2020 ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110351
9,Projeto de Resolução,994/XIV,2,PSD,"
Proteção das aves silvestres não cinegéticas pelo reforço das medidas de monitorização, sensibilização e fiscalização",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110346
0,Projeto de Resolução,993/XIV,2,PEV,"
Prevenção e combate ao cyberbullying",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110345
1,Projeto de Resolução,992/XIV,2,PEV,"
Preservação e requalificação do aqueduto de Santo Antão do Tojal, no concelho de Loures
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110344
2,Projeto de Resolução,991/XIV,2,PS,"
Recomenda ao Governo a realização das necessárias obras na Escola Secundária Raúl Proença, nas Caldas da Rainha",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110343
3,Projeto de Resolução,990/XIV,2,CH,"
A reabertura dos cabeleireiros e barbeiros a partir do próximo dia 22 de fevereiro, estabelecendo um conjunto de medidas que previnam o contágio por COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110341
4,Projeto de Resolução,989/XIV,2,PSD,"
Recomenda ao Governo a criação de uma comissão científica permanente para o apoio e acompanhamento da resposta à pandemia da covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110340
5,Projeto de Resolução,988/XIV,2,CDS-PP,"
Aquisição de câmaras de fardamento (bodycams), para veículos de serviço e para videovigilância em esquadras e postos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110338
6,Projeto de Resolução,987/XIV,2,CDS-PP,"
Recomenda ao Governo a adoção de medidas de formação de jovens e famílias em matéria de prevenção da prática de crimes sexuais contra menores com recurso à internet e às redes sociais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110336
7,Projeto de Resolução,986/XIV,2,PEV,"
Em defesa da linha do Douro e pela reativação dos ramais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110330
8,Projeto de Resolução,985/XIV,2,IL,"
Pela reabertura das escolas em segurança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110329
9,Projeto de Resolução,984/XIV,2,PAN,"
Recomenda ao Governo que elabore e entregue à Assembleia da República os estudos necessários à introdução de voto eletrónico não presencial, em cumprimento do disposto no número 2 do artigo 8.º da Lei Orgânica n.º 3/2018, de 17 de agosto",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110328
0,Projeto de Resolução,983/XIV,2,BE,"
Ampliação do programa apoiar rendas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110327
1,Projeto de Resolução,982/XIV,2,BE,"
Criação de um registo nacional de diabetes tipo 1",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110324
2,Projeto de Resolução,981/XIV,2,PEV,"
Pela Defesa e Proteção do Rio Nabão",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110323
3,Projeto de Resolução,980/XIV,2,PAR,"
Suspensão do prazo de funcionamento da Comissão Eventual de Inquérito Parlamentar às perdas registadas pelo Novo Banco e imputadas ao Fundo de Resolução",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110321
4,Projeto de Resolução,979/XIV,2,BE,"
Medidas de apoio à recuperação da economia ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110320
5,Projeto de Resolução,978/XIV,2,BE,"
Medidas de emergência social para estudantes do ensino superior público",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110319
6,Projeto de Resolução,977/XIV,2,PCP,"
Recomenda ao Governo que proceda à requalificação da Escola Básica de 2.º e 3º ciclo da Trafaria, no concelho de Almada",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110318
7,Projeto de Resolução,976/XIV,2,PCP,"
Recomenda que os estudantes do ensino superior público não sejam obrigados ao pagamento de qualquer valor referente a propinas, taxas e emolumentos enquanto vigorarem as medidas de medidas de prevenção, contenção, mitigação e tratamento da infeção epidemiológica por SARS-CoV-2 e da doença COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110317
8,Projeto de Resolução,975/XIV,2,CDS-PP,"
Majoração do limite mínimo do subsídio por cessação de atividade e do subsídio por cessação de atividade profissional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110315
9,Projeto de Resolução,974/XIV,2,PSD,"
Sé Patriarcal de Lisboa – Recomenda divulgação integral dos pareceres e projetos relativos às obras de Recuperação e Valorização em curso e a salvaguarda da segurança estrutural",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110311
0,Projeto de Resolução,973/XIV,2,BE,"
Integração da linha do Vouga no programa de apoio à redução tarifária nos transportes públicos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110310
1,Projeto de Resolução,972/XIV,2,BE,"
Recomenda ao Governo a calendarização, orçamentação e execução de medidas que promovem a mobilidade ativa pedonal e ciclável",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110309
2,Projeto de Resolução,971/XIV,2,PAN,"
Recomenda ao Governo português que requalifique a linha ferroviária do Alentejo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110308
3,Projeto de Resolução,970/XIV,2,PAN,"
Recomenda ao Governo que proceda à alteração das regras dos programas “Apoiar + simples” e “Apoiar rendas”",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110307
4,Projeto de Resolução,969/XIV,2,PAN,"
Recomenda ao Governo o reforço das estratégias para a prevenção e reforço das respostas aos impactos na saúde mental",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110306
5,Projeto de Resolução,968/XIV,2,PEV,"
Sobre a reconsideração dos exames nacionais, tendo em conta as desigualdades reveladas pelo ensino à distância",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110305
6,Projeto de Resolução,967/XIV,2,PS,"
Sobre a participação dos parlamentos nacionais na Conferência sobre o futuro da Europa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110304
7,Projeto de Resolução,966/XIV,2,PEV,"
Recomenda ao Governo a adoção de métodos de testagem não invasivos para crianças e jovens no retorno ao ensino presencial 
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110303
8,Projeto de Resolução,965/XIV,2,PSD,"
Construção da variante ferroviária Santarém - Entroncamento da linha do Norte
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110301
9,Projeto de Resolução,964/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pelo reforço das respostas do SNS na área da Saúde Mental ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110300
0,Projeto de Resolução,963/XIV,2,PSD,"
Por um compromisso com a Saúde Mental das Novas Gerações",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110299
1,Projeto de Resolução,962/XIV,2,IL,"
Condiciona a finalização do acordo de investimentos com a China ao respeito pelos direitos humanos e laborais, incluindo a libertação das minorias presas nos denominados ""campos de reeducação""
",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110298
2,Projeto de Resolução,961/XIV,2,CDS-PP,"
Medidas para o combate à obesidade",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110297
3,Projeto de Resolução,960/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda a salvaguarda integral, valorização e integração total do conjunto monumental da mesquita aljama medieval islâmica de al-Ushbuna no claustro da Sé de Lisboa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110296
4,Projeto de Resolução,959/XIV,2,CDS-PP,"
Recomenda ao Governo a reavaliação do plano de combate ao bullying e ao cyberbullying",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110295
5,Projeto de Resolução,958/XIV,2,BE,"
Pela efetivação do serviço de apoio aos inquilinos e que tramita as denúncias de assédio imobiliário",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110294
6,Projeto de Resolução,957/XIV,2,BE,"
Pela requalificação do troço vale de Santarém – Entroncamento da linha do norte, incluindo a variante em Santarém",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110292
7,Projeto de Resolução,956/XIV,2,CH,"
Apoio excecional às famílias monoparentais e numerosas",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110291
8,Projeto de Resolução,955/XIV,2,CH,"
Pela implementação de um programa nacional de cultura e memória ",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110290
9,Projeto de Resolução,954/XIV,2,PSD,"
Reforço do serviço de apoio domiciliário com cuidados de saúde",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110289
0,Projeto de Resolução,953/XIV,2,PEV,"
Recomenda ao Governo a adoção de medidas de incentivo à utilização de artigos de higiene reutilizáveis destinados à primeira infância",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110288
1,Projeto de Resolução,952/XIV,2,PEV,"
Preservação e integração museológica dos vestígios arqueológicos islâmicos na Sé de Lisboa 

",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110287
2,Projeto de Resolução,951/XIV,2,PEV,"
Medidas para prevenir e combater o crime de violência doméstica",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110286
3,Projeto de Resolução,950/XIV,2,PAN,"
Recomenda ao Governo português que proteja a Quinta dos Ingleses",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=110285
4,Projeto de Resolução,949/XIV,2,CDS-PP,"
Adaptação das regras de acesso à medida APOIAR para empresas que continuem a trabalhar",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45773
5,Projeto de Resolução,948/XIV,2,PAN,"
Recomenda ao Governo português que garanta a manutenção do Alto Douro Vinhateiro na lista do Património Mundial",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45772
6,Projeto de Resolução,947/XIV,2,PAN,"
Recomenda ao Governo que promova a criação de uma base de dados única europeia de registo e identificação de animais de companhia",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45770
7,Projeto de Resolução,946/XIV,2,PSD,"
Recomenda ao Governo a criação de uma Unidade de Cuidados Intermédios na Unidade de Chaves – Centro Hospitalar de Trás-os-Montes e Alto Douro",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45769
8,Projeto de Resolução,945/XIV,2,BE,"
Pela instauração de uma moratória à instalação de novas explorações de abacate, olival, amendoal e outras culturas em regime intensivo e superintensivo",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45766
9,Projeto de Resolução,944/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Pela atribuição dos apoios sociais previstos no contexto da COVID-19 a todos os trabalhadores da Cultura e criação de Códigos CAE específicos para estes profissionais",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45765
0,Projeto de Resolução,943/XIV,2,PCP,"
Propõe medidas para que se iniciem os procedimentos para construção do Novo Edifício, designado Corpo G, do hospital de Beja",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45764
1,Projeto de Resolução,942/XIV,2,BE,"
Recomenda ao Governo a manutenção e reforço do programa 365 Algarve",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45763
2,Projeto de Resolução,941/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda ao governo a vacinação urgente em todos os lares sem alvará e lares clandestinos, assim como a constituição de um Grupo de Trabalho com o objetivo de repensar o modelo de institucionalização de idosos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45762
3,Projeto de Resolução,940/XIV,2,BE,"
Recomenda ao Governo a descentralização das juntas médicas para confirmação e graduação de incapacidade em processo de reparação de doença profissional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45761
4,Projeto de Resolução,939/XIV,2,BE,"
Recomenda ao Governo medidas de conservação e recuperação ambiental e da biodiversidade de pradarias marinhas, sapais e florestas de macroalgas e a inclusão destes ecossistemas nos instrumentos de política climática",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45760
5,Projeto de Resolução,938/XIV,2,IL,"
Pelo combate efetivo ao Cyberbullying",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45759
6,Projeto de Resolução,937/XIV,2,JOACINE KATAR MOREIRA (Ninsc),"
Recomenda ao Governo o reforço da proteção social e amplificação dos mecanismos de apoio às vítimas de violência doméstica no âmbito da pandemia da Covid-19 e dos sucessivos confinamentos",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45758
7,Projeto de Resolução,936/XIV,2,PAN,"
Recomenda ao Governo a suspensão imediata das montarias em todo o território nacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45756
8,Projeto de Resolução,935/XIV,2,CDS-PP,"
Abordagem estratégica e medidas urgentes no combate ao cancro.",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45755
9,Projeto de Resolução,934/XIV,2,CDS-PP,"
Recomenda a finalização urgente das obras da Sé Patriarcal de Lisboa de modo a garantir a necessária estabilidade e integridade do edifício e a salvaguarda dos vestígios muçulmanos nos claustros",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45754
0,Projeto de Resolução,933/XIV,2,CDS-PP,"
Recomenda a conclusão urgente das obras de requalificação do edifício do Conservatório Nacional",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45753
1,Projeto de Resolução,932/XIV,2,BE,"
Recomenda o fornecimento de refeições escolares aos alunos beneficiários da ação social escolar através da rede de escolas do 1º ciclo e jardins de infância",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45752
2,Projeto de Resolução,931/XIV,2,PSD,"
Recomenda ao Governo que conclua com urgência o processo de abertura e avaliação de candidaturas, celebre os contratos e proceda aos pagamentos em dívida, referente ao apoio à recuperação dos danos causados em infraestruturas municipais nos distritos de, Aveiro, Braga, Castelo Branco, Coimbra, Guarda, Leiria, Lisboa, Porto, Santarém, Viana do Castelo, Vila Real e Viseu pelas tempestades Elsa e Fabien ocorridas em 2019",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45751
3,Projeto de Resolução,930/XIV,2,IL,"
Pela educação inclusiva em estado de emergência",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45750
4,Projeto de Resolução,929/XIV,2,PEV,"
Prorrogação do prazo de garantia do subsídio desemprego e subsídio social de desemprego",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45749
5,Projeto de Resolução,928/XIV,2,PSD,"
Recomenda ao Governo a implementação de ações que promovam a redução de resíduos no meio marinho",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45746
6,Projeto de Resolução,927/XIV,2,PS,"
Recomenda ao Governo que aprove uma moratória para suspensão de novas explorações de abacates no Algarve",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45745
7,Projeto de Resolução,926/XIV,2,PEV,"
Apoio às escolas de dança, devido ao encerramento obrigatório decretado a propósito da pandemia Covid-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45742
8,Projeto de Resolução,925/XIV,2,PEV,"
Requalificação do Conservatório Nacional e valorização e defesa do ensino artístico na Escola de Música e na Escola de Dança",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45741
9,Projeto de Resolução,924/XIV,2,BE,"
Salvaguarda, musealização e valorização do conjunto monumental islâmico da Sé de Lisboa",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45738
0,Projeto de Resolução,923/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo que crie uma linha de crédito específica para o sector da exibição cinematográfica",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45736
1,Projeto de Resolução,922/XIV,2,IL,"
Pela alteração das fichas de avaliação de risco para situações de violência doméstica",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45735
2,Projeto de Resolução,921/XIV,2,CRISTINA RODRIGUES (Ninsc),"
Recomenda ao Governo a adopção de medidas de promoção do envelhecimento activo e saudável e de protecção da população idosa no contexto da COVID-19",/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=45734
